total_t,total_f,prep_t,prep_f,minor_t,minor_f,teach_q_t,teach_q_f,vdip_t,vdip_f,ip_t,dip_f,bsc_t,bsc_f,hdip_t,hdip_f,msc_t,Msc_f,phd_t,phd_f,program_en,program_ar,prog_isced2,prog_isced1,inst,inst_type
46,17,,,,,,,,,,,,,,,46,17,,,القانون الجنائي,القانون الجنائي,"القانون
Law","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
12,7,,,,,,,,,,,,,,,12,7,,,الملكية الفكرية وادارة الابداع,الملكية الفكرية وادارة الابداع,"القانون
Law","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
6,5,,,,,,,,,,,,,,,6,5,,,Environmental Science,العلوم البيئية,"علوم الحياة
Life Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
308,277,,,,,,,,,,,308,277,,,,,,,Biology-Biotechnology,البيولوجيا- فرعي بيوتكنلوجي,"علوم الحياة
Life Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
12,10,,,,,,,,,,,,,,,12,10,,,Biology,الأحياء,"علوم الحياة
Life Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
20,15,,,,,,,,,,,,,,,20,15,,,Physics,الفيزياء,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
32,26,,,,,,,,,,,,,,,32,26,,,Chemistry,الكيمياء,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
97,74,,,,,,,,,,,97,74,,,,,,,Physics,الفيزياء,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
24,22,,,,,,,,,,,24,22,,,,,,,Chemistry,الكيمياء,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
212,177,,,,,,,,,,,212,177,,,,,,,Applied chemistry ,الكيمياء التطبيقية,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
7,6,,,,,,,,,,,,,,,,,7,6,Chemistry,الكيمياء,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
46,32,,,,,,,,,,,46,32,,,,,,,Physics-Electronics,الفيزياء/فرعي الكترونيات,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
2,2,,,,,,,,,,,2,2,,,,,,,Physics / Education,فيزياء فرعي تربية ,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
4,4,,,,,,,,,,,4,4,,,,,,,Chemistry / Education,كيمياء فرعي تربية ,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
194,138,,,,,,,,,,,194,138,,,,,,,Mathematics,الرياضيات,"الرياضيات والإحصاء
Mathematics & Statistics","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
18,14,,,,,,,,,,,,,,,18,14,,,الرياضيات,الرياضيات,"الرياضيات والإحصاء
Mathematics & Statistics","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
3,3,,,,,,,,,,,3,3,,,,,,,Mathematics / Education,رياضيات/فرعي تربية,"الرياضيات والإحصاء
Mathematics & Statistics","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
6,6,,,,,,,,,,,6,6,,,,,,,Mathematics / Statistics,رياضيات فرعي احصاء,"الرياضيات والإحصاء
Mathematics & Statistics","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
10,6,,,,,,,,,,,,,,,10,6,,,Computerized Mathematics,الرياضيات المحوسبة,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
323,215,,,,,,,,,,,323,215,,,,,,,Management Information System ,أنظمة المعلومات الإدارية,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
227,89,,,,,,,,,,,227,89,,,,,,,Computer Science,علم الحاسوب,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
130,58,,,,,,,,,,,130,58,,,,,,,Compuerized Information System,أنظمة المعلومات المحوسبة,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
13,8,,,,,,,,,,,,,,,13,8,,,ماجستير حوسبه متقدمه,ماجستير حوسبة متقدمه,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
63,34,,,,,,,,,,,63,34,,,,,,,,علم الحاسوب في سوق العمل,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
22,11,,,,,,,,,,,,,,,22,11,,,Clean Energy & Conservation Strategy,الطاقه النظيفة وترشيد الاستهلاك,"الهندسة والمهن الهندسية
Engineering & Engineering Trades","الهندسة والتصنيع والبناء
Eng., Manufacturing & Construction","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
293,49,,,,,,,,,,,293,49,,,,,,,Electrical Engineering,الهندسة الكهربائية,"الهندسة والمهن الهندسية
Engineering & Engineering Trades","الهندسة والتصنيع والبناء
Eng., Manufacturing & Construction","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
136,110,,,,,,,,,,,136,110,,,,,,,Chemical Engineering,الهندسة الكيميائيه,"الهندسة والمهن الهندسية
Engineering & Engineering Trades","الهندسة والتصنيع والبناء
Eng., Manufacturing & Construction","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
754,470,,,,,,,,,,,754,470,,,,,,,Computer Engineering,هندسة الحاسوب,"الهندسة والمهن الهندسية
Engineering & Engineering Trades","الهندسة والتصنيع والبناء
Eng., Manufacturing & Construction","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
264,8,,,,,,,,,,,264,8,,,,,,,Mechanical Engineering,الهندسة الميكانيكية,"الهندسة والمهن الهندسية
Engineering & Engineering Trades","الهندسة والتصنيع والبناء
Eng., Manufacturing & Construction","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
145,17,,,,,,,,,,,145,17,,,,,,,Elector Mechanic,ميكاترونيكس,"الهندسة والمهن الهندسية
Engineering & Engineering Trades","الهندسة والتصنيع والبناء
Eng., Manufacturing & Construction","جامعة النجاح الوطنية
An-Najah National University","جامعات تقليدية
Traditional Universities"
